2020-02-03 14:34:04,494 [myid:] - INFO  [main:Environment@109] - Server environment:java.class.path=/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../zookeeper-server/target/classes:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../build/classes:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../zookeeper-server/target/lib/*.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../build/lib/*.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/zookeeper-jute-3.5.6.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/zookeeper-3.5.6.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/slf4j-log4j12-1.7.25.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/slf4j-api-1.7.25.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-transport-native-unix-common-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-transport-native-epoll-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-transport-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-resolver-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-handler-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-common-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-codec-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/netty-buffer-4.1.42.Final.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/log4j-1.2.17.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/json-simple-1.1.1.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jline-2.11.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jetty-util-9.4.17.v20190418.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jetty-servlet-9.4.17.v20190418.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jetty-server-9.4.17.v20190418.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jetty-security-9.4.17.v20190418.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jetty-io-9.4.17.v20190418.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jetty-http-9.4.17.v20190418.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/javax.servlet-api-3.1.0.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jackson-databind-2.9.10.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jackson-core-2.9.10.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/jackson-annotations-2.9.10.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/commons-cli-1.2.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../lib/audience-annotations-0.5.0.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../zookeeper-*.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../zookeeper-server/src/main/resources/lib/*.jar:/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin/../conf:
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:java.library.path=/Users/huangshuo/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:java.io.tmpdir=/var/folders/zf/bnd64mqs0h5cc585pc1935p40000gn/T/
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:java.compiler=<NA>
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:os.name=Mac OS X
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:os.arch=x86_64
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:os.version=10.15.3
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:user.name=huangshuo
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:user.home=/Users/huangshuo
2020-02-03 14:34:04,495 [myid:] - INFO  [main:Environment@109] - Server environment:user.dir=/Users/huangshuo/Documents/zookeeper/apache-zookeeper-3.5.6-bin/bin
